Color Name,Composition in %,Brand,Height in cm (PRODUCT),Length in cm  (PRODUCT),Width/Dia in cm  (PRODUCT),Weight in gram without packing  (PRODUCT),Country of Origin,Oeko-tex (Y/N),GOTS (Y/N),Gsm/m2,Made of recycled material (Y/N),FSC (Y/N),Origin Of Material (Specially by Wood),How many ML can the item contain?,Sustainability in Terms of Material (Y/N),Multipack (Y/N),Age Recommendation,Fragile (Y/N),Outdoor Use (Y/N),Handmade (Y/N),Care instructions,Maximum Load in KG,Waterproof (Y/N),Frostsafe (Y/N),Suitable for dishwasher (Y/N),Suitable for oven (Y/N),Suitable for microwave (Y/N),Suitable for wetrooms (Y/N),Kelvin,Lumen,Lifetime (LED),Max watt,Length of cord,Rechargable,Dimmerable,LED,Shelf life unopend in months,Shelf life opend in months,Perfume (Y/N),Perfume in %,Type of perfume (Natural / Synthetic),Declarational perfumes,PH value,VOC in %,BSE Free,List the preservatives used in the product,Contains palm oil (Y/N),Palm oil in %,Contains RSPO Certified palm oil (Y/N),Cold sensitive (Y/N),Cold sensitive minimum °C,Heat sensitive (Y/N),Heat sensitive maximum °C,Burning time in hours
Multi,100% Paper,OYOY LIVING,70,50,50,600,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,1,100,67,170,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Metal, Powder Coated",OYOY LIVING,19,65,65,4300,China,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,60W,3m,Na,Na,Na,,,,,,,,,,,,,,,,,,
Optic,"100% Metal, Powder Coated",OYOY LIVING,19,65,65,4300,China,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,60W,3m,Na,Na,Na,,,,,,,,,,,,,,,,,,
Rose,100% Silicone,OYOY LIVING,"12,5",30,30,950,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,"100% Stainless Steel, Silver Plated",OYOY LIVING,7,"4,5","2,6",260,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,"100% Stainless Steel, Silver Plated",OYOY LIVING,2,"3,9",2,800,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,50,70,70,600,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,50,70,70,600,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,70,50,50,55,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,1,165,92,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,165,92,92,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Organic Cotton,OYOY LIVING,25,25,25,900,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Silicone,OYOY LIVING,"12,5",30,30,950,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Silicone,OYOY LIVING,"12,5",30,30,950,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,"100% Stainless Steel, Powder Coated & 100% Silicone",OYOY LIVING,"2,3","32,4","32,4",850,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Stoneware,OYOY LIVING,13,15,15,800,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Stoneware,OYOY LIVING,13,15,15,800,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,13,15,15,800,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,40,30,30,200,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,40,30,30,20,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,30,40,40,20,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY LIVING,25,25,25,900,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,25,25,25,900,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,"100% Stainless Steel, Powder Coated & 100% Silicone",OYOY LIVING,"1,5","9,4","9,4",300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Ash,OYOY LIVING,3,21,,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,7,17,17,500,China,,,,,,,600 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,7,17,17,500,China,,,,,,,600 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Stoneware,OYOY LIVING,7,17,17,500,China,,,,,,,600 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,100% Paper,OYOY LIVING,30,40,40,200,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,1,100,67,170,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,58,38,38,150,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY LIVING,58,38,38,150,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY LIVING,58,38,38,150,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Ash,OYOY LIVING,"16,5","7,5","7,5",250,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash,OYOY LIVING,"16,5","7,5","7,5",250,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,40,90,90,11700,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,100% Organic Cotton,OYOY LIVING,85,50,50,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Paper Rope,OYOY LIVING,36,27,27,390,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,165,92,92,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nougat,"100% Stainless Steel, Powder Coated",OYOY LIVING,85,20,20,1200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nougat,"100% Stainless Steel, Powder Coated",OYOY LIVING,61,20,20,490,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Metal, Powder Coated",OYOY LIVING,50,35,35,1700,China,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,40W,2.5m,Na,Na,Na,,,,,,,,,,,,,,,,,,
Rubber,100% Organic Cotton,OYOY LIVING,58,38,38,150,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Organic Cotton,OYOY LIVING,58,38,38,150,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY LIVING,40,60,60,760,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Organic Cotton,OYOY LIVING,40,60,60,760,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,25,80,80,300,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Paper Rope,OYOY LIVING,36,27,27,390,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,"100% Stainless Steel, Silver Plated",OYOY LIVING,"5,5",33,33,900,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,"100% Stainless Steel, Silver Plated",OYOY LIVING,24,"17,5","24,5",200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,"100% Metal, Powder Coated",OYOY LIVING,50,35,35,1700,China,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,40W,2.5m,Na,Na,Na,,,,,,,,,,,,,,,,,,
Clay,"100% Metal, Powder Coated",OYOY LIVING,50,35,35,1700,China,,,,,,,,,,,,,,,,,,,,,,Na,Na,Na,40W,2.5m,Na,Na,Na,,,,,,,,,,,,,,,,,,
Fudge,100% Silicone,OYOY LIVING,"1,2",40,36,600,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Cotton,OYOY LIVING,35,50,50,620,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Organic Cotton,OYOY LIVING,270,270,270,1650,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,"3,5",4,4,500,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Bamboo,OYOY LIVING,25,58,58,1150,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,25,80,80,300,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash,OYOY LIVING,"2,5",33,33,250,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash,OYOY LIVING,"2,5",53,53,400,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Silicone,OYOY LIVING,1,45,34,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla,100% Silicone,OYOY LIVING,1,45,34,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Silicone,OYOY LIVING,1,45,34,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Oak,OYOY LIVING,"3,5",4,4,500,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Oak,OYOY LIVING,"3,5","2,5","2,5",300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,"3,5","2,5","2,5",300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Cotton,OYOY LIVING,74,184,4,3200,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Cotton,OYOY LIVING,35,40,40,850,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Cotton,OYOY LIVING,38,65,65,1600,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Bamboo,OYOY LIVING,42,31,15,280,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY LIVING,44,32,32,1300,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY LIVING,200,140,140,4000,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,92,84,84,230,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Silicone,OYOY LIVING,1,45,34,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"100% Organic Cotton, Padding 100% Oekotex Polyester",OYOY LIVING,50,50,50,700,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Stoneware,OYOY LIVING,"5,5",14,14,330,China,,,,,,,350 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,"5,5",14,14,330,China,,,,,,,350 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,2,48,"22,5",1500,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,2,"31,5","31,5",1300,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Bamboo,OYOY LIVING,35,13,10,120,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY LIVING,92,84,84,230,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,"100% Stainless Steel, Powder Coated",OYOY LIVING,85,20,20,1200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,"100% Stainless Steel, Powder Coated",OYOY LIVING,61,20,20,490,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,"5,5",14,14,330,China,,,,,,,350 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,12,13,13,460,China,,,,,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,12,13,13,460,China,,,,,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Stoneware,OYOY LIVING,12,13,13,460,China,,,,,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,2,34,18,400,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,36,65,65,6500,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,43,110,35,11200,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,5,8,8,200,China,,,,,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Cotton,OYOY LIVING,35,50,50,620,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Stoneware,OYOY LIVING,2,8,8,60,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Cotton,OYOY LIVING,"2,5",38,38,260,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,"100% Iron, Silver Plated",OYOY LIVING,12,31,"15,5",350,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,9,27,27,1200,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,100% Stoneware,OYOY LIVING,9,27,27,1200,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,100% Stoneware,OYOY LIVING,2,34,21,1400,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,48,23,23,5100,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY LIVING,250,60,60,1600,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,270,270,270,1650,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,"19,5","17,5","17,5",1800,China,,,,,,,2900 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Stoneware,OYOY LIVING,15,15,15,800,China,,,,,,,1050 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Stoneware,OYOY LIVING,2,8,8,600,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Stoneware,OYOY LIVING,2,34,21,1400,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY LIVING,10,40,40,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,10,40,40,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minty,100% Organic Cotton,OYOY LIVING,50,70,70,220,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Stoneware,OYOY LIVING,16,15,15,1000,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fudge,"62% Silicone, 30% Ash, 6% Leather",OYOY LIVING,45,1,10,500,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Stoneware,OYOY LIVING,16,15,15,1000,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Stoneware,OYOY LIVING,"10,5","10,5","10,5",500,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,2,8,8,60,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahara,100% Stoneware,OYOY LIVING,2,8,8,600,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"62% Silicone, 30% Ash, 6% Leather",OYOY LIVING,45,1,10,500,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Ash,OYOY LIVING,3,21,,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty,100% Organic Cotton,OYOY LIVING,10,40,40,350,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,50,50,50,750,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Stoneware,OYOY LIVING,"10,5","10,5","10,5",500,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Stoneware,OYOY LIVING,23,22,22,2800,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,80% Wool - 20% Cotton,OYOY LIVING,200,140,140,4000,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Porcelain,OYOY LIVING,"1,4",26,26,800,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Porcelain,OYOY LIVING,"1,4",26,26,800,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY LIVING,50,50,50,750,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY LIVING,30,60,60,500,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthracite,100% Organic Cotton,OYOY LIVING,30,60,60,500,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nude,8% Kid Mohair - 7% Wool - 30% Nylon - 55% Acrylic,OYOY LIVING,40,60,60,830,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stainless Steel,OYOY LIVING,"3,5","2,5","2,5",300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Porcelain,OYOY LIVING,"1,4",16,16,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Porcelain,OYOY LIVING,"1,4",16,16,300,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahara,100% Stoneware,OYOY LIVING,7,10,,200,China,,,,,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,5,8,8,200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,30,60,60,500,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale,100% Silicone,OYOY LIVING,1,45,34,450,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey,8% Kid Mohair - 7% Wool - 30% Nylon - 55% Acrylic,OYOY LIVING,40,60,60,830,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Stoneware,OYOY LIVING,2,8,8,600,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,2,8,8,60,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,"8,5",8,8,250,China,,,,,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,3,6,6,300,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brass,100% Stainless Steel. Brass Plated,OYOY LIVING,24,23,23,200,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Organic Cotton,OYOY LIVING,70,50,50,"220,1",India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourmaline,100% Organic Cotton,OYOY LIVING,70,50,50,220,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Organic Cotton,OYOY LIVING,70,50,50,220,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,100% Stoneware,OYOY LIVING,"8,5",8,8,250,China,,,,,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahara,100% Stoneware,OYOY LIVING,"8,5",8,8,250,China,,,,,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,100% Stoneware,OYOY LIVING,15,15,15,800,China,,,,,,,1050 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,8,8,8,30,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,9,5,5,30,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY LIVING,120,80,80,1400,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,"85% Beech, 14% Oak, 1% Natural leather",OYOY LIVING,15,7,7,170,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Ash,OYOY LIVING,"2,5",32,,100,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brass,100% Stainless Steel. Brass Plated,OYOY LIVING,"5,5",33,33,900,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark,100% Organic Cotton,OYOY LIVING,40,60,60,760,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,48,67,"44,5",1500,Indonesia,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Rattan,OYOY MINI,52,"64,5",28,3000,Indonesia,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brass,"100% Stainless Steel, Brass Plated",OYOY LIVING,7,"4,5","2,6",260,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brass,"100% Stainless Steel, Brass Plated",OYOY LIVING,2,"3,9",2,800,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Porcelain,OYOY LIVING,10,"7,5","7,5",270,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourmaline,"88% Cotton, 12% Lurex",OYOY MINI,9,58,58,50,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
