Name,Availability,Artikel Nummer,Price €,Details,Description,Images
Confetti Tumbler Pacific,Item in Stock (25 pcs),550-132,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-4_confetti-tumbler-pacific.jpg?661d79b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-4_confetti-tumbler-pacific.jpg?661d79b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-4_confetti-tumbler-pacific.jpg?661d79b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-1_ike7-a8fa9887-bf75-46b4-90ac-4820732497f6.jpg?6493f4c6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-1_ike7-a8fa9887-bf75-46b4-90ac-4820732497f6.jpg?6493f4c6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300_4tbd-img-6880.jpg?6493f4c5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300_4tbd-img-6880.jpg?6493f4c5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-2_sd75-34759719-cbe6-4127-869c-e304cd4ea529.jpg?6493f4c7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-2_sd75-34759719-cbe6-4127-869c-e304cd4ea529.jpg?6493f4c7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-3_confetti-tumbler-pacific.jpg?65d6354c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-3_confetti-tumbler-pacific.jpg?65d6354c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-5_confetti-tumbler-pacific.jpg?65d63558,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-5_confetti-tumbler-pacific.jpg?65d63558,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-6_confetti-tumbler-pacific.jpg?65d6355d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-6_confetti-tumbler-pacific.jpg?65d6355d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-7_confetti-tumbler-pacific.jpg?65d63565,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-7_confetti-tumbler-pacific.jpg?65d63565,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-8_confetti-tumbler-pacific.jpg?6683d021,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-8_confetti-tumbler-pacific.jpg?6683d021,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-9_confetti-tumbler-pacific.jpg?6683d024,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-9_confetti-tumbler-pacific.jpg?6683d024,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-10_confetti-tumbler-pacific.jpg?6683d027,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3300-10_confetti-tumbler-pacific.jpg?6683d027"
Confetti Tumbler Rosa + Lilla,Item in Stock (53 pcs),550-80,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-5_confetti-tumbler-rosa-lilla.jpg?661d79d0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-5_confetti-tumbler-rosa-lilla.jpg?661d79d0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-5_confetti-tumbler-rosa-lilla.jpg?661d79d0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-2_jqnd-kolorit-rosa-lila.jpg?6493f5cd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-2_jqnd-kolorit-rosa-lila.jpg?6493f5cd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-1_ej91-img-8227.jpg?6493f5cb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-1_ej91-img-8227.jpg?6493f5cb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-3_q9ij-img-8232.jpg?6493f5d4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303-3_q9ij-img-8232.jpg?6493f5d4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303_mix-confetti.jpg?654a07dc,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3303_mix-confetti.jpg?654a07dc"
Confetti Tumbler Rosa + Yellow,Item in Stock (58 pcs),550-81,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-8_confetti-tumbler-rosa-yellow.jpg?661d79de,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-8_confetti-tumbler-rosa-yellow.jpg?661d79de,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-8_confetti-tumbler-rosa-yellow.jpg?661d79de,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306_0fle-img-3203.jpg?6493f6e5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306_0fle-img-3203.jpg?6493f6e5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-1_9htm-kolorit-rosa-yellow-1.jpg?6493f6e6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-1_9htm-kolorit-rosa-yellow-1.jpg?6493f6e6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-2_17h7-img-3201.jpg?6493f6e9,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-2_17h7-img-3201.jpg?6493f6e9,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-3_dnaf-img-3200.jpg?6493f6ec,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-3_dnaf-img-3200.jpg?6493f6ec,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-5_w8r0-img-3204.jpg?6493f6ef,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-5_w8r0-img-3204.jpg?6493f6ef,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-6_zipz-img-3202.jpg?6493f6f2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-6_zipz-img-3202.jpg?6493f6f2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-4_575-112--575-97--mix-tumblers.jpg?654b5207,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3306-4_575-112--575-97--mix-tumblers.jpg?654b5207"
Confetti Tumbler Rosa + Tyrkys,Item in Stock (99 pcs),550-82,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309-1_confetti-tumbler-rosa-tyrkys.jpg?661d79eb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309-1_confetti-tumbler-rosa-tyrkys.jpg?661d79eb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309-1_confetti-tumbler-rosa-tyrkys.jpg?661d79eb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309_9nyy-kolorit-rosa-turkis.jpg?6493f7da,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309_9nyy-kolorit-rosa-turkis.jpg?6493f7da,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309-2_confetti-tumbler-rosa-tyrkys.jpg?6683cf3d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3309-2_confetti-tumbler-rosa-tyrkys.jpg?6683cf3d"
Confetti Tumbler Rosa + Light Blue,Item in Stock (336 pcs),550-83,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3312-1_confetti-tumbler-rosa-light-blue.jpg?64c9efab
Marble Tumbler,Item in Stock (30 pcs),552-95,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_300 ml• 10.1 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_11,5 cm• 4.5 in,Produktinformation_Weight_250 g• 0.6lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-9_marble-tumbler.jpg?64c9f101,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-9_marble-tumbler.jpg?64c9f101,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-9_marble-tumbler.jpg?64c9f101,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-2_v0k1-img-2586.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-2_v0k1-img-2586.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-3_dkaf-img-2585.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-3_dkaf-img-2585.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-5_zrlq-img-2571.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-5_zrlq-img-2571.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-6_slgm-img-2570.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-6_slgm-img-2570.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-7_e098-img-2567.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-7_e098-img-2567.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-8_og1k-img-2588.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608-8_og1k-img-2588.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608_marble-tumbler.jpg?654b7dc1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2608_marble-tumbler.jpg?654b7dc1"
Marble Tumbler Pine Green,Preorder N/A,552-95/33,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_300 ml• 10.1 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_11,5 cm• 4.5 in,Produktinformation_Weight_250 g• 0.6lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1948_marble-tumbler-pine-green.jpg?64ca29f2
Marble Tumbler Amalfi Blue,Item in Stock (4 pcs),552-95/42,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_300 ml• 10.1 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_11,5 cm• 4.5 in,Produktinformation_Weight_250 g• 0.6lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-17_marble-tumbler-amalfi-blue.jpg?64c9f12e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-17_marble-tumbler-amalfi-blue.jpg?64c9f12e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-17_marble-tumbler-amalfi-blue.jpg?64c9f12e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951_iz16-img-3215.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951_iz16-img-3215.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-2_f45g-img-2786.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-2_f45g-img-2786.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-3_zo9v-img-2785.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-3_zo9v-img-2785.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-4_ttex-img-2787.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-4_ttex-img-2787.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-9_f8pb-img-3056.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-9_f8pb-img-3056.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-10_xzcp-img-3059.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-10_xzcp-img-3059.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-11_56ai-img-3058.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-11_56ai-img-3058.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-15_g4y6-img-3213.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-15_g4y6-img-3213.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-5_8xpj-img-2784.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-5_8xpj-img-2784.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-6_jlyy-img-2783.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-6_jlyy-img-2783.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-7_89fd-img-2772.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-7_89fd-img-2772.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-8_chkg-img-2771.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-8_chkg-img-2771.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-12_njp7-img-2770.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-12_njp7-img-2770.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-13_0y5d-img-2769.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-13_0y5d-img-2769.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-14_qmf0-img-2768.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-14_qmf0-img-2768.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-16_itit-img-2773.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1951-16_itit-img-2773.jpg?6483141b"
Marble Tumbler Mulberry Purple,Item in Stock (166 pcs),552-95/77,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_300 ml• 10.1 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_11,5 cm• 4.5 in,Produktinformation_Weight_250 g• 0.6lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-12_marble-tumbler-mulberry-purple.jpg?64c9f166,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-12_marble-tumbler-mulberry-purple.jpg?64c9f166,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-12_marble-tumbler-mulberry-purple.jpg?64c9f166,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954_x1ge-2e69465d-3a23-4469-925d-794014db343a.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954_x1ge-2e69465d-3a23-4469-925d-794014db343a.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-1_regh-img-2928.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-1_regh-img-2928.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-2_iz16-img-3215.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-2_iz16-img-3215.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-3_q99f-img-2774.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-3_q99f-img-2774.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-4_f8pb-img-3056.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-4_f8pb-img-3056.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-5_xzcp-img-3059.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-5_xzcp-img-3059.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-6_56ai-img-3058.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-6_56ai-img-3058.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-8_8bod-img-3211.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-8_8bod-img-3211.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-9_tcua-img-2787.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-9_tcua-img-2787.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-10_0xxl-img-2775.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-10_0xxl-img-2775.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-11_39mr-img-3102.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1954-11_39mr-img-3102.jpg?6483141b"
Fullbody Long Marble Tumbler,Preorder N/A,552-959,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_300 ml• 10.1 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_11,5 cm• 4.5 in,Produktinformation_Weight_250 g• 0.6lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3519_fullbody-long-marble-tumbler.jpg?64ca29fa
Splash Tumbler Multi-full,Item in Stock (246 pcs),560-93,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8 in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-5_splash-tumbler-multi-full.jpg?64c9f3f8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-5_splash-tumbler-multi-full.jpg?64c9f3f8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-5_splash-tumbler-multi-full.jpg?64c9f3f8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-7_splash-tumbler-multi-full.jpg?654a0949,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-7_splash-tumbler-multi-full.jpg?654a0949,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-6_splash-tumbler-multi-full.jpg?654a08fe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-6_splash-tumbler-multi-full.jpg?654a08fe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-1_4n3k-43d464c8-0593-4b1b-b8ac-ea119922c035.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-1_4n3k-43d464c8-0593-4b1b-b8ac-ea119922c035.jpg?6483141b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-2_dal2-1106004c-28a2-4ff2-aa7f-571a1780bf6c.jpg?64941742,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-2_dal2-1106004c-28a2-4ff2-aa7f-571a1780bf6c.jpg?64941742,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-3_gi12-de2b7556-6ad3-4764-8699-0cd736cf7654.jpg?64941742,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-3_gi12-de2b7556-6ad3-4764-8699-0cd736cf7654.jpg?64941742,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-4_lgsj-459ddbfd-5f3c-41f1-b0e3-5a8b97d977e8.jpg?64941743,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-4_lgsj-459ddbfd-5f3c-41f1-b0e3-5a8b97d977e8.jpg?64941743,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966_splash-tumbler-multi-full.jpg?654a0898,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966_splash-tumbler-multi-full.jpg?654a0898,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-8_34ffcc60f10f9aa92d863edb1e9c1e4a.jpg?6555d300,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1966-8_34ffcc60f10f9aa92d863edb1e9c1e4a.jpg?6555d300"
Big Confetti Tumbler Rosa + Light Blue,Item in Stock (232 pcs),575-100,"12.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_7 cm• 2.8in,Produktinformation_Height_9.5 cm• 3.8in,Produktinformation_Weight_250 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315_big-confetti-tumbler-rosa-light-blue.jpg?64cba477,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315_big-confetti-tumbler-rosa-light-blue.jpg?64cba477,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315_big-confetti-tumbler-rosa-light-blue.jpg?64cba477,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-1_51dn-img-72541.jpg?6493ffbd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-1_51dn-img-72541.jpg?6493ffbd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-2_70vv-img-72571.jpg?6493ffbe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-2_70vv-img-72571.jpg?6493ffbe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-3_big-confetti-tumbler-rosa-light-blue.jpg?654b5113,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-3_big-confetti-tumbler-rosa-light-blue.jpg?654b5113,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-4_big-confetti-tumbler-rosa-light-blue.jpg?6683cb17,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-4_big-confetti-tumbler-rosa-light-blue.jpg?6683cb17,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-5_big-confetti-tumbler-rosa-light-blue.jpg?6683cb1b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3315-5_big-confetti-tumbler-rosa-light-blue.jpg?6683cb1b"
